trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
166,False,"{'a': 0.005, 'e': 0.674875760071267}",20,4,14.124668208580433,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.005, 'e': 0.6711776826598423}",30,0,-64.01164611743026,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
168,False,"{'a': 0.005, 'e': 0.6674628258413081}",25,8,-92.35757518638107,"{0: 9, 1: 2, 2: 4, 3: 1, 4: 1}",1
169,False,"{'a': 0.005, 'e': 0.6637312824868916}",25,9,-24.66524625656955,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
170,False,"{'a': 0.005, 'e': 0.6599831458849822}",35,0,-169.0782825241289,"{0: 24, 1: 3, 2: 3, 3: 2, 4: 3}",0
171,False,"{'a': 0.005, 'e': 0.6562185097387997}",20,0,-41.58131905710425,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
172,False,"{'a': 0.005, 'e': 0.6524374681640519}",20,6,2.9182136668706877,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
173,False,"{'a': 0.005, 'e': 0.648640115686581}",20,8,-20.820287117960557,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
174,False,"{'a': 0.005, 'e': 0.6448265472400012}",20,0,-98.61527340425711,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
175,False,"{'a': 0.005, 'e': 0.6409968581633251}",20,0,-38.354632392523484,"{0: 13, 1: 5, 2: 1, 3: 1, 4: 0}",0
176,False,"{'a': 0.005, 'e': 0.6371511441985802}",35,0,-60.113474953134876,"{0: 26, 1: 2, 2: 6, 3: 1, 4: 0}",0
177,False,"{'a': 0.005, 'e': 0.6332895014884152}",30,1,-63.541822637287474,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 1}",1
178,False,"{'a': 0.005, 'e': 0.6294120265736969}",25,4,-96.64392430943735,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 1}",1
179,False,"{'a': 0.005, 'e': 0.625518816391096}",20,0,-100.0741342896183,"{0: 14, 1: 3, 2: 0, 3: 1, 4: 2}",0
180,False,"{'a': 0.005, 'e': 0.6216099682706644}",25,13,-63.47199307728791,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 1}",1
181,False,"{'a': 0.005, 'e': 0.6176855799334016}",20,0,-91.65494310247155,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
